Node identifier 1,Bodysite 1,Clade 1,Node  identifier 2,Bodysite 2,Clade 2,Houston p-value Spearman,Houston p-value Pearson,Houston p-value Bray-Curtis,Houston p-value Kullback-Leibler,St.Louis p-value Spearman,St.Louis p-value Pearson,St.Louis p-value Bray-Curtis,St.Louis p-value Kullback-Leibler,Houston p-value GBLM,St.Louis p-value GBLM,Fisher-merge p-value,Houston GBLM beta,St.Louis GBLM beta,Houston Spearman interaction type,Houston Pearson interaction type,Houston Bray-Curtis interaction type,Houston Kullback-Leibler interaction type,St.Louis Spearman interaction type,St.Louis Pearson interaction type,St.Louis Bray-Curtis interaction type,St.Louis Kullback-Leibler interaction type,Simes-merge p-value,Fisher-merge FDR-corrected p-value,Simes-merge FDR-corrected p-value,Number of dataset- or method-specific networks supporting relationship,Direction,Relationship between the same clade in different bodysites,Relationship within the same bodysite,GBLM supports relationship,"Ensemble (Pearson, Spearman, KLD or BC) supports relationship"
Hard_palate|Proteobacteria-Epsilonproteobacteria,Hard-palate,Proteobacteria-Epsilonproteobacteria,Throat|Epsilonproteobacteria-Campylobacterales,Throat,Epsilonproteobacteria-Campylobacterales,"0,0202146565",None,None,None,None,None,None,None,"8,35E-05",None,"2,41E-05","0,172316",NA,copresence,nan,nan,nan,nan,nan,nan,nan,"0,000834801","0,0011663814","0,0343169886",2,2,0,,,
Saliva|Peptostreptococcaceae-Peptostreptococcus,Saliva,Peptostreptococcaceae-Peptostreptococcus,Tongue_dorsum|Streptococcaceae-Streptococcus,Tongue-dorsum,Streptococcaceae-Streptococcus,"0,0003530669",None,None,None,None,None,None,None,"5,08E-19","1,86E-05","6,40E-24","-0,0382143","-0,0350542",mutualExclusion,nan,nan,nan,nan,nan,nan,nan,"5,08E-18","5,01E-21","2,51E-15",3,-3,,,,
Saliva|Peptostreptococcaceae-Peptostreptococcus,Saliva,Peptostreptococcaceae-Peptostreptococcus,Hard_palate|Peptostreptococcaceae-Peptostreptococcus,Hard-palate,Peptostreptococcaceae-Peptostreptococcus,None,None,None,None,"0,0123623345",None,None,None,"1,75E-15",None,"8,51E-16","0,219065",NA,nan,nan,nan,nan,copresence,nan,nan,nan,"1,75E-14","2,53E-13","5,39E-12",2,2,1,,,
Saliva|Peptostreptococcaceae-Peptostreptococcus,Saliva,Peptostreptococcaceae-Peptostreptococcus,Tongue_dorsum|Bacilli-Lactobacillales,Tongue-dorsum,Bacilli-Lactobacillales,"0,0003250036",None,None,None,None,None,None,None,"6,05E-23",None,"1,18E-24","-0,0374987",NA,mutualExclusion,nan,nan,nan,nan,nan,nan,nan,"6,05E-22","9,90E-22","4,89E-19",2,-2,0,,,
Saliva|Peptostreptococcaceae-Peptostreptococcus,Saliva,Peptostreptococcaceae-Peptostreptococcus,Hard_palate|Clostridiales-Peptostreptococcaceae,Hard-palate,Clostridiales-Peptostreptococcaceae,"0,0360345087",None,None,None,"0,0119029551",None,None,None,"9,71E-11","0,000953656","3,86E-13","0,00567067","0,355688",copresence,nan,nan,nan,copresence,nan,nan,nan,"9,71E-10","8,26E-11","1,56E-07",4,4,,,,
Saliva|Peptostreptococcaceae-Peptostreptococcus,Saliva,Peptostreptococcaceae-Peptostreptococcus,Saliva|Porphyromonadaceae-Porphyromonas,Saliva,Porphyromonadaceae-Porphyromonas,None,None,None,None,None,None,None,None,"1,51E-05","0,00957586","2,42E-06","0,0858484","0,0312545",nan,nan,nan,nan,nan,nan,nan,nan,"0,000150634","0,000155593","0,0079755989",2,2,,1,,0
Subgingival_plaque|Streptococcaceae-Streptococcus,Subgingival-plaque,Streptococcaceae-Streptococcus,Subgingival_plaque|Leptotrichiaceae-Leptotrichia,Subgingival-plaque,Leptotrichiaceae-Leptotrichia,None,None,None,None,"0,0016433375",None,None,None,"7,22E-12",None,"3,92E-13","-0,0273273",NA,nan,nan,nan,nan,mutualExclusion,nan,nan,nan,"7,22E-11","8,37E-11","1,38E-08",2,-2,,,,1
Throat|Bacteroidia-Bacteroidales,Throat,Bacteroidia-Bacteroidales,Throat|Bacilli-Lactobacillales,Throat,Bacilli-Lactobacillales,"0,0005363066","0,000129464",None,None,None,None,None,None,"0,000285001",None,"6,52E-09","-0,112598",NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,00129464","7,02E-07","0,0496056089",3,-3,,,,
Throat|Bacteroidia-Bacteroidales,Throat,Bacteroidia-Bacteroidales,Palatine_Tonsils|Bacteroidia-Bacteroidales,Palatine-Tonsils,Bacteroidia-Bacteroidales,None,None,None,None,None,None,None,None,"1,78E-06","0,0037045","1,31E-07","0,0427863","0,264432",nan,nan,nan,nan,nan,nan,nan,nan,"1,78E-05","1,11E-05","0,0012119382",2,2,1,0,,0
Throat|Bacteroidia-Bacteroidales,Throat,Bacteroidia-Bacteroidales,Throat|Firmicutes-Bacilli,Throat,Firmicutes-Bacilli,"0,0003625352","1,85E-05",None,None,None,None,None,None,"0,00042062",None,"1,07E-09","-0,382475",NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0001846391","1,34E-07","0,0094974519",3,-3,0,1,,1
Vaginal_introitus|Firmicutes-Bacilli,Vaginal-introitus,Firmicutes-Bacilli,Vaginal_introitus|Bacteria-Bacteroidetes,Vaginal-introitus,Bacteria-Bacteroidetes,"0,0572574046","0,046679692",None,None,"0,0724030281","0,0015200236",None,None,None,"1,67E-05","1,10E-07",NA,"-0,726632",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"0,000166892","9,48E-06","0,0086929919",5,-5,,,,
Vaginal_introitus|Firmicutes-Bacilli,Vaginal-introitus,Firmicutes-Bacilli,Posterior_fornix|Bacteria-Firmicutes,Posterior-fornix,Bacteria-Firmicutes,"0,007936526","0,0010990601","8,71E-08","2,78E-42",None,None,None,None,"0,000448861",None,"1,21E-50","0,433849",NA,copresence,copresence,copresence,copresence,nan,nan,nan,nan,"2,78E-41","8,16E-47","9,43E-38",5,5,,0,,
Hard_palate|Clostridiales-Lachnospiraceae,Hard-palate,Clostridiales-Lachnospiraceae,Hard_palate|Veillonellaceae-Centipeda,Hard-palate,Veillonellaceae-Centipeda,None,None,None,None,None,None,None,None,"1,27E-17","2,59E-11","2,12E-26","0,0990119","0,134079",nan,nan,nan,nan,nan,nan,nan,nan,"1,27E-16","2,07E-23","5,27E-14",2,2,,1,,0
Hard_palate|Clostridiales-Lachnospiraceae,Hard-palate,Clostridiales-Lachnospiraceae,Hard_palate|Fusobacteriales-Leptotrichiaceae,Hard-palate,Fusobacteriales-Leptotrichiaceae,"0,1224804915",None,None,None,None,None,None,None,None,"2,59E-11","8,73E-11",NA,"0,0106475",copresence,nan,nan,nan,nan,nan,nan,nan,"2,59E-10","1,34E-08","4,57E-08",2,2,,,,1
Hard_palate|Clostridiales-Lachnospiraceae,Hard-palate,Clostridiales-Lachnospiraceae,Hard_palate|IncertaeSedisXIII-Mogibacterium,Hard-palate,IncertaeSedisXIII-Mogibacterium,None,None,None,None,"0,0521193329",None,None,None,"0,000194971","8,20E-06","2,44E-08","0,0423847","0,394012",nan,nan,nan,nan,copresence,nan,nan,nan,"8,20E-05","2,37E-06","0,0047092219",3,3,,,,
Hard_palate|Clostridiales-Lachnospiraceae,Hard-palate,Clostridiales-Lachnospiraceae,Hard_palate|Epsilonproteobacteria-Campylobacterales,Hard-palate,Epsilonproteobacteria-Campylobacterales,None,None,None,None,"0,0589383897",None,None,None,None,"2,59E-11","4,31E-11",NA,"0,0277453",nan,nan,nan,nan,copresence,nan,nan,nan,"2,59E-10","6,89E-09","4,57E-08",2,2,,,,
Hard_palate|Clostridiales-Lachnospiraceae,Hard-palate,Clostridiales-Lachnospiraceae,Hard_palate|Clostridiales-IncertaeSedisXIII,Hard-palate,Clostridiales-IncertaeSedisXIII,None,None,None,None,"0,052059968",None,None,None,"0,000186273","9,77E-06","2,75E-08","0,082475","0,4138",nan,nan,nan,nan,copresence,nan,nan,nan,"9,77E-05","2,65E-06","0,0054870616",3,3,,,,
R_Antecubital_fossa|Propionibacteriaceae-Propionibacterium,R-Antecubital-fossa,Propionibacteriaceae-Propionibacterium,R_Retroauricular_crease|Actinomycetales-Corynebacteriaceae,R-Retroauricular-crease,Actinomycetales-Corynebacteriaceae,None,None,None,None,None,None,None,None,"0,0301121","5,96E-08","3,79E-08","-0,0189405","-0,267369",nan,nan,nan,nan,nan,nan,nan,nan,"5,96E-07","3,57E-06","5,60E-05",2,-2,,0,,0
Saliva|Campylobacterales-Campylobacteraceae,Saliva,Campylobacterales-Campylobacteraceae,Throat|Campylobacteraceae-Campylobacter,Throat,Campylobacteraceae-Campylobacter,"0,0148994132","0,4853250554",None,None,None,None,None,None,"8,94E-16",None,"5,32E-15","0,474432",NA,copresence,copresence,nan,nan,nan,nan,nan,nan,"8,94E-15","1,39E-12","2,87E-12",3,3,,,,1
Saliva|Campylobacterales-Campylobacteraceae,Saliva,Campylobacterales-Campylobacteraceae,Tongue_dorsum|Campylobacteraceae-Campylobacter,Tongue-dorsum,Campylobacteraceae-Campylobacter,"0,0230435019",None,None,None,None,None,None,None,"4,36E-05",None,"1,49E-05","0,43156",NA,copresence,nan,nan,nan,nan,nan,nan,nan,"0,000436187","0,000770377","0,0198022214",2,2,,,,
Saliva|Campylobacterales-Campylobacteraceae,Saliva,Campylobacterales-Campylobacteraceae,Subgingival_plaque|Campylobacteraceae-Campylobacter,Subgingival-plaque,Campylobacteraceae-Campylobacter,"0,0396392697",None,None,None,None,None,None,None,"1,10E-10",None,"1,19E-10","0,145313",NA,copresence,nan,nan,nan,nan,nan,nan,nan,"1,10E-09","1,77E-08","1,76E-07",2,2,,,,
Saliva|Campylobacterales-Campylobacteraceae,Saliva,Campylobacterales-Campylobacteraceae,Saliva|Veillonellaceae-unclassified,Saliva,Veillonellaceae-unclassified,None,None,None,None,None,None,None,None,"5,02E-18","0,000458447","1,12E-19","0,267165","0,149469",nan,nan,nan,nan,nan,nan,nan,nan,"5,02E-17","5,48E-17","2,23E-14",2,2,,1,,0
L_Antecubital_fossa|Bacteroidales-Prevotellaceae,L-Antecubital-fossa,Bacteroidales-Prevotellaceae,L_Antecubital_fossa|Fusobacteria-Fusobacteriales,L-Antecubital-fossa,Fusobacteria-Fusobacteriales,None,None,None,None,None,"0,0003752042",None,None,None,"8,82E-06","6,79E-08",NA,"0,360269",nan,nan,nan,nan,nan,copresence,nan,nan,"8,82E-05","6,09E-06","0,00501766",2,2,,,,1
Supragingival_plaque|Firmicutes-Bacilli,Supragingival-plaque,Firmicutes-Bacilli,Supragingival_plaque|Veillonellaceae-Selenomonas,Supragingival-plaque,Veillonellaceae-Selenomonas,"0,0005025976","2,46E-05",None,None,None,None,None,None,None,"0,0250329","8,11E-08",NA,"-0,0208512",mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0002455669","7,11E-06","0,0121382842",3,-3,,,,
Supragingival_plaque|Firmicutes-Bacilli,Supragingival-plaque,Firmicutes-Bacilli,Supragingival_plaque|Fusobacteriaceae-Fusobacterium,Supragingival-plaque,Fusobacteriaceae-Fusobacterium,"0,0004628057","5,25E-05",None,None,None,None,None,None,None,None,"4,50E-07",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0005247877","3,42E-05","0,0232327031",2,-2,,,0,
Supragingival_plaque|Firmicutes-Bacilli,Supragingival-plaque,Firmicutes-Bacilli,Supragingival_plaque|Fusobacteriales-Leptotrichiaceae,Supragingival-plaque,Fusobacteriales-Leptotrichiaceae,"0,0009430508","7,96E-05",None,None,None,None,None,None,None,None,"1,31E-06",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0007963839","8,95E-05","0,0329663083",2,-2,,,,
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Tongue_dorsum|Streptococcaceae-Streptococcus,Tongue-dorsum,Streptococcaceae-Streptococcus,"0,0003249615","2,31E-05",None,None,"0,0070952942","0,0004361589",None,None,"1,90E-05",None,"6,46E-14","-0,0800742",NA,mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"0,000115446","1,50E-11","0,0063563304",5,-5,,,1,
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Saliva|Bacteroidales-unclassified,Saliva,Bacteroidales-unclassified,None,None,None,None,None,None,None,None,"2,37E-27","1,78E-05","3,09E-30","0,0387083","0,0708481",nan,nan,nan,nan,nan,nan,nan,nan,"2,37E-26","4,38E-27","3,03E-23",2,2,,0,,0
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Hard_palate|Bacteroidales-Porphyromonadaceae,Hard-palate,Bacteroidales-Porphyromonadaceae,None,None,None,None,None,None,None,None,"7,78E-46","2,66E-11","2,68E-54","0,0180664","0,233188",nan,nan,nan,nan,nan,nan,nan,nan,"7,78E-45","2,42E-50","3,61E-41",2,2,,,,
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Hard_palate|Fusobacteriales-Fusobacteriaceae,Hard-palate,Fusobacteriales-Fusobacteriaceae,"0,0143085826","0,4375474236",None,None,None,None,None,None,"7,78E-46","3,37E-10","6,26E-52","0,0680007","0,137805",copresence,copresence,nan,nan,nan,nan,nan,nan,"7,78E-45","4,75E-48","3,61E-41",4,4,,,,1
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Tongue_dorsum|Coriobacteriales-Coriobacteriaceae,Tongue-dorsum,Coriobacteriales-Coriobacteriaceae,None,None,None,None,None,None,None,None,"1,70E-19","5,36E-05","4,93E-22","-0,0313595","-0,00670716",nan,nan,nan,nan,nan,nan,nan,nan,"1,70E-18","3,23E-19","9,07E-16",2,-2,,1,,0
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Saliva|Veillonellaceae-Veillonella,Saliva,Veillonellaceae-Veillonella,None,None,None,None,None,None,None,None,"2,37E-27","1,78E-05","3,09E-30","-0,0658083","-0,0198508",nan,nan,nan,nan,nan,nan,nan,nan,"2,37E-26","4,38E-27","3,03E-23",2,-2,,0,,
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Tongue_dorsum|Clostridiales-Veillonellaceae,Tongue-dorsum,Clostridiales-Veillonellaceae,None,None,None,None,None,None,None,None,"2,08E-09","2,39E-16","2,84E-23","-0,132399","-0,118516",nan,nan,nan,nan,nan,nan,nan,nan,"2,39E-15","2,13E-20","8,27E-13",2,-2,,1,,
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Tongue_dorsum|Bacilli-Lactobacillales,Tongue-dorsum,Bacilli-Lactobacillales,"0,0001062488","4,99E-06",None,None,"0,0041150365","0,0002280937",None,None,None,"5,36E-05","5,02E-15",NA,"-0,42797",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"4,99E-05","1,32E-12","0,0030390511",5,-5,,,,1
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Tongue_dorsum|Veillonellaceae-Veillonella,Tongue-dorsum,Veillonellaceae-Veillonella,None,None,None,None,None,None,None,None,"1,19E-12","1,02E-17","8,22E-28","-0,159751","-0,164815",nan,nan,nan,nan,nan,nan,nan,nan,"1,02E-16","9,89E-25","4,30E-14",2,-2,,,,0
Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,Saliva|Fusobacteriales-Fusobacteriaceae,Saliva,Fusobacteriales-Fusobacteriaceae,"0,0492435124",None,None,None,None,None,None,None,"2,37E-27",None,"7,62E-27","0,208327",NA,copresence,nan,nan,nan,nan,nan,nan,nan,"2,37E-26","8,10E-24","3,03E-23",2,2,,0,,1
Saliva|Clostridiales-IncertaeSedisXI,Saliva,Clostridiales-IncertaeSedisXI,Saliva|Peptococcaceae-Peptococcus,Saliva,Peptococcaceae-Peptococcus,None,None,None,None,None,None,None,None,"4,07E-15","0,0200546","3,11E-15","0,0789262","0,0551855",nan,nan,nan,nan,nan,nan,nan,nan,"4,07E-14","8,54E-13","1,18E-11",2,2,,1,,0
Saliva|Clostridiales-IncertaeSedisXI,Saliva,Clostridiales-IncertaeSedisXI,Saliva|Spirochaetaceae-unclassified,Saliva,Spirochaetaceae-unclassified,None,None,None,None,None,None,None,None,"4,07E-15","0,0200546","3,11E-15","0,016041","0,14638",nan,nan,nan,nan,nan,nan,nan,nan,"4,07E-14","8,54E-13","1,18E-11",2,2,,,,
Hard_palate|Pasteurellaceae-Pasteurella,Hard-palate,Pasteurellaceae-Pasteurella,Hard_palate|Lactobacillales-unclassified,Hard-palate,Lactobacillales-unclassified,None,None,None,None,None,None,None,None,"0,00244625","1,18E-08","7,30E-10","0,0621093","0,0303347",nan,nan,nan,nan,nan,nan,nan,nan,"1,18E-07","9,41E-08","1,26E-05",2,2,,,,
L_Retroauricular_crease|Neisseriaceae-Stenoxybacter,L-Retroauricular-crease,Neisseriaceae-Stenoxybacter,R_Retroauricular_crease|Neisseriaceae-unclassified,R-Retroauricular-crease,Neisseriaceae-unclassified,None,None,None,None,None,None,None,None,"2,85E-07","4,30E-23","8,29E-28","0,241928","0,856724",nan,nan,nan,nan,nan,nan,nan,nan,"4,30E-22","9,97E-25","3,64E-19",2,2,,0,,
Tongue_dorsum|Lachnospiraceae-Moryella,Tongue-dorsum,Lachnospiraceae-Moryella,Tongue_dorsum|TM7generaincertaesedis-unclassified,Tongue-dorsum,TM7generaincertaesedis-unclassified,"0,0031549985","0,0147213559",None,None,None,None,None,None,"4,67E-09",None,"9,87E-11","0,235778",NA,copresence,copresence,nan,nan,nan,nan,nan,nan,"4,67E-08","1,49E-08","5,37E-06",3,3,,1,,1
Tongue_dorsum|Porphyromonadaceae-unclassified,Tongue-dorsum,Porphyromonadaceae-unclassified,Tongue_dorsum|Flavobacteriaceae-Capnocytophaga,Tongue-dorsum,Flavobacteriaceae-Capnocytophaga,None,None,None,None,"0,0132177567",None,None,None,None,"1,08E-06","2,72E-07",NA,"0,0864526",nan,nan,nan,nan,copresence,nan,nan,nan,"1,08E-05","2,17E-05","0,0007806423",2,2,,,,
Tongue_dorsum|Porphyromonadaceae-unclassified,Tongue-dorsum,Porphyromonadaceae-unclassified,Tongue_dorsum|Flavobacteria-Flavobacteriales,Tongue-dorsum,Flavobacteria-Flavobacteriales,None,None,None,None,"0,0130919341",None,None,None,None,"3,47E-13","1,54E-13",NA,"0,0472945",nan,nan,nan,nan,copresence,nan,nan,nan,"3,47E-12","3,46E-11","8,06E-10",2,2,,,,
Tongue_dorsum|Porphyromonadaceae-unclassified,Tongue-dorsum,Porphyromonadaceae-unclassified,Throat|Porphyromonadaceae-Porphyromonas,Throat,Porphyromonadaceae-Porphyromonas,None,None,None,None,"0,0336120452",None,None,None,None,"1,63E-05","8,46E-06",NA,"0,0270163",nan,nan,nan,nan,copresence,nan,nan,nan,"0,000163356","0,0004706219","0,008549046",2,2,,0,,
Saliva|Firmicutes-Bacilli,Saliva,Firmicutes-Bacilli,Tongue_dorsum|Peptostreptococcaceae-Filifactor,Tongue-dorsum,Peptostreptococcaceae-Filifactor,None,None,None,None,None,None,None,None,"3,89E-06","0,0267414","1,78E-06","-0,00827169","-0,0108605",nan,nan,nan,nan,nan,nan,nan,nan,"3,89E-05","0,0001174389","0,0024486919",2,-2,,,,0
Palatine_Tonsils|Micrococcaceae-Rothia,Palatine-Tonsils,Micrococcaceae-Rothia,Palatine_Tonsils|Porphyromonadaceae-Porphyromonas,Palatine-Tonsils,Porphyromonadaceae-Porphyromonas,None,None,None,None,None,None,None,None,"0,000515288","1,95E-06","2,18E-08","-0,128087","-0,0281567",nan,nan,nan,nan,nan,nan,nan,nan,"1,95E-05","2,13E-06","0,0013244425",2,-2,,1,,
R_Antecubital_fossa|Actinobacteria-Actinobacteria,R-Antecubital-fossa,Actinobacteria-Actinobacteria,L_Antecubital_fossa|Bacteria-Firmicutes,L-Antecubital-fossa,Bacteria-Firmicutes,None,None,None,None,"7,06E-05","3,42E-05",None,None,None,"0,0141921","1,08E-08",NA,"-0,0409117",nan,nan,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"0,0003415655","1,11E-06","0,0161317532",3,-3,,0,,1
Supragingival_plaque|Fusobacteriaceae-Fusobacterium,Supragingival-plaque,Fusobacteriaceae-Fusobacterium,Subgingival_plaque|Actinomycetales-Micrococcaceae,Subgingival-plaque,Actinomycetales-Micrococcaceae,None,None,None,None,"0,0006327755","4,44E-16",None,None,"1,23E-10",None,"7,66E-26","-0,0570787",NA,nan,nan,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"4,44E-15","6,86E-23","1,52E-12",3,-3,,,,
Supragingival_plaque|Fusobacteriaceae-Fusobacterium,Supragingival-plaque,Fusobacteriaceae-Fusobacterium,Subgingival_plaque|Fusobacteria-Fusobacteriales,Subgingival-plaque,Fusobacteria-Fusobacteriales,None,None,None,None,"0,0723384774",None,None,None,"1,64E-07",None,"2,28E-07","0,0784366",NA,nan,nan,nan,nan,copresence,nan,nan,nan,"1,64E-06","1,84E-05","0,000140138",2,2,,,,
Supragingival_plaque|Fusobacteriaceae-Fusobacterium,Supragingival-plaque,Fusobacteriaceae-Fusobacterium,Subgingival_plaque|Micrococcaceae-Rothia,Subgingival-plaque,Micrococcaceae-Rothia,None,None,None,None,"0,0006843213","7,77E-16",None,None,None,"0,00907054","5,51E-18",NA,"-0,00367099",nan,nan,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"7,77E-15","2,17E-15","2,54E-12",3,-3,,,,
Supragingival_plaque|Fusobacteriaceae-Fusobacterium,Supragingival-plaque,Fusobacteriaceae-Fusobacterium,Supragingival_plaque|Streptococcaceae-Streptococcus,Supragingival-plaque,Streptococcaceae-Streptococcus,"0,0003799958","4,08E-05",None,None,None,None,None,None,None,None,"2,94E-07",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0004078925","2,34E-05","0,0187223369",2,-2,,1,0,
Supragingival_plaque|Fusobacteriaceae-Fusobacterium,Supragingival-plaque,Fusobacteriaceae-Fusobacterium,Supragingival_plaque|Clostridiales-unclassified,Supragingival-plaque,Clostridiales-unclassified,None,None,None,None,"0,0188895331",None,None,None,"4,91E-14","0,00189549","1,54E-15","0,228033","0,089736",nan,nan,nan,nan,copresence,nan,nan,nan,"4,91E-13","4,42E-13","1,26E-10",3,3,,,1,
Palatine_Tonsils|Streptococcaceae-Streptococcus,Palatine-Tonsils,Streptococcaceae-Streptococcus,Tongue_dorsum|Streptococcaceae-Streptococcus,Tongue-dorsum,Streptococcaceae-Streptococcus,None,None,None,None,"0,0511167684",None,None,None,None,"1,74E-07","1,74E-07",NA,"0,305771",nan,nan,nan,nan,copresence,nan,nan,nan,"1,74E-06","1,43E-05","0,0001483337",2,2,1,0,,
Palatine_Tonsils|Streptococcaceae-Streptococcus,Palatine-Tonsils,Streptococcaceae-Streptococcus,Saliva|Clostridia-unclassified,Saliva,Clostridia-unclassified,None,None,None,None,None,None,None,None,"3,08E-08","0,000824891","6,45E-10","-0,00941069","-0,0143637",nan,nan,nan,nan,nan,nan,nan,nan,"3,08E-07","8,42E-08","3,06E-05",2,-2,0,,,0
Palatine_Tonsils|Streptococcaceae-Streptococcus,Palatine-Tonsils,Streptococcaceae-Streptococcus,Palatine_Tonsils|Fusobacteriaceae-Fusobacterium,Palatine-Tonsils,Fusobacteriaceae-Fusobacterium,"0,0006911404","0,0001499531",None,None,None,"0,0001573146",None,None,None,None,"5,45E-09",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,mutualExclusion,nan,nan,"0,0007865731","5,98E-07","0,0326579106",3,-3,,1,0,1
Palatine_Tonsils|Streptococcaceae-Streptococcus,Palatine-Tonsils,Streptococcaceae-Streptococcus,Palatine_Tonsils|Bacteroidales-Prevotellaceae,Palatine-Tonsils,Bacteroidales-Prevotellaceae,"0,0074498469","0,0018902029",None,None,None,None,None,None,None,"1,51E-07","8,26E-10",NA,"-0,139587",mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"1,51E-06","1,05E-07","0,0001305273",3,-3,,,1,
Palatine_Tonsils|Streptococcaceae-Streptococcus,Palatine-Tonsils,Streptococcaceae-Streptococcus,Palatine_Tonsils|Bacteria-Bacteroidetes,Palatine-Tonsils,Bacteria-Bacteroidetes,"0,000434488","0,0001267295",None,None,"0,0026425155","5,78E-05",None,None,"4,11E-05",None,"5,18E-14","-0,661929",NA,mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"0,0002890604","1,22E-11","0,0139933681",5,-5,,,,
Saliva|Porphyromonadaceae-Porphyromonas,Saliva,Porphyromonadaceae-Porphyromonas,Saliva|Clostridia-Clostridiales,Saliva,Clostridia-Clostridiales,"0,0011031152","1,68E-05",None,None,None,None,None,None,"5,15E-07","0,00957586","8,35E-13","-0,516263","-0,28915",mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"5,15E-06","1,71E-10","0,0004010541",4,-4,,,,
Saliva|Porphyromonadaceae-Porphyromonas,Saliva,Porphyromonadaceae-Porphyromonas,Tongue_dorsum|Pasteurellales-Pasteurellaceae,Tongue-dorsum,Pasteurellales-Pasteurellaceae,None,None,None,None,None,None,None,None,"6,40E-06","0,000930511","1,19E-07","0,0748298","0,0306412",nan,nan,nan,nan,nan,nan,nan,nan,"6,40E-05","1,02E-05","0,0037809448",2,2,,0,,0
Saliva|Porphyromonadaceae-Porphyromonas,Saliva,Porphyromonadaceae-Porphyromonas,Hard_palate|Bacteroidales-Porphyromonadaceae,Hard-palate,Bacteroidales-Porphyromonadaceae,"0,0241534762","0,3125899075",None,None,"0,0266453456","0,0432172138",None,None,"8,88E-27",None,"8,97E-26","0,0788358",NA,copresence,copresence,nan,nan,copresence,copresence,nan,nan,"8,88E-26","8,01E-23","1,06E-22",5,5,,,,1
